Team_Name,Email,TT_ID,CORE_ID,SN_ID,MOD_ID,Name_Surname,Joining_date,Floorstart_date,FTE,Title,First_Name,Last_Name,External_Email_Address,Reason_For_Leave,No_longer_working,Leaving_Date,Long_Leave_End_Date,Team_Code,Slack_Access,Agents_TL,Primary_Specialisation,Secondary_Specialisation,Third_Specialisation,HVV,Esc_Agent,Esc_Type,Market/Block,Tenured,Ticketron_link,Vinted_Link,Language_Certificate,First_Language,Second_Language,Email--dublicate,Offboarding_check,Additional_Comments,Language,Site,Partner,Tenured_Value,New_Hire
PT PT TWW,name10.surname10@vinted.com,292,386646,SN13051,548,Name10 Surname10,2024-07-29,2024-08-14,1.00,CSR,Name10,Surname10,name10.surname10@transcom.com,,FALSE,,,05.05.10.01,TRUE,name8.surname8@vinted.com,E_Specialisation,F_Specialisation,,,,,PT,2024-10-09,https://desk.vinted.net/agents/292,https://www.vinted.fr/member/386646,,PT_C2,EN_B1,FALSE,FALSE,,PT,PT,TWW,TRUE,FALSE
PT PT TWW,name11.surname11@vinted.com,291,5822247,SN73886,7439,Name11 Surname11,2024-09-09,2024-09-24,1.00,CSR,Name11,Surname11,name11.surname11@transcom.com,,FALSE,,,05.05.10.01,FALSE,name8.surname8@vinted.com,E_Specialisation,F_Specialisation,,TRUE,,,PT,2024-11-19,https://desk.vinted.net/agents/291,https://www.vinted.fr/member/5822247,,PT_C2,EN_B1,FALSE,FALSE,,PT,PT,TWW,TRUE,FALSE
PT PT TWW,name12.surname12@vinted.com,158,4022191,SN15958,2363,Name12 Surname12,2024-09-09,2024-09-24,1.00,CSR,Name12,Surname12,name12.surname12@transcom.com,,FALSE,,,05.05.10.01,FALSE,name8.surname8@vinted.com,E_Specialisation,F_Specialisation,,,,,PT,2024-11-19,https://desk.vinted.net/agents/158,https://www.vinted.fr/member/4022191,,PT_C2,EN_B1,FALSE,FALSE,,PT,PT,TWW,TRUE,FALSE
PT PT TWW,name13.surname13@vinted.com,382,2427672,SN82392,2995,Name13 Surname13,2025-01-08,2025-01-24,1.00,CSR,Name13,Surname13,name13.surname13@transcom.com,,FALSE,,,05.05.10.01,FALSE,name8.surname8@vinted.com,E_Specialisation,F_Specialisation,,,,,PT,2025-03-21,https://desk.vinted.net/agents/382,https://www.vinted.fr/member/2427672,,PT_C2,EN_B1,FALSE,FALSE,,PT,PT,TWW,TRUE,FALSE
PT PT TWW,name14.surname14@vinted.com,48,10992102,SN02270,623,Name14 Surname14,2025-01-08,2025-01-24,1.00,CSR,Name14,Surname14,name14.surname14@transcom.com,,FALSE,,,05.05.10.01,FALSE,name8.surname8@vinted.com,E_Specialisation,F_Specialisation,,,,,PT,2025-03-21,https://desk.vinted.net/agents/48,https://www.vinted.fr/member/10992102,,PT_C2,EN_B1,FALSE,FALSE,,PT,PT,TWW,TRUE,FALSE
PT PT TWW,name15.surname15@vinted.com,468,683742,SN30611,3286,Name15 Surname15,2025-03-03,2025-03-20,1.00,CSR,Name15,Surname15,name15.surname15@transcom.com,,FALSE,,,05.05.10.01,FALSE,name8.surname8@vinted.com,E_Specialisation,F_Specialisation,,,,,PT,2025-05-15,https://desk.vinted.net/agents/468,https://www.vinted.fr/member/683742,,PT_C2,EN_B1,FALSE,FALSE,,PT,PT,TWW,TRUE,FALSE
PL PL TWW,name16.surname16@vinted.com,600,9463167,SN17322,9929,Name16 Surname16,2019-10-16,2019-10-30,MGMT,QL,Name16,Surname16,name16.surname16@transcom.com,,FALSE,,,05.05.06.02,TRUE,,,,,,,,,2019-12-25,https://desk.vinted.net/agents/600,https://www.vinted.fr/member/9463167,,,,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name17.surname17@vinted.com,556,7190346,SN24703,5279,Name17 Surname17,2018-01-01,2018-01-15,1.00,CSR,Name17,Surname17,name17.surname17@transcom.com,,FALSE,,,05.05.06.02,FALSE,name77.surname77@vinted.com,A_Specialisation,B_Specialisation,,TRUE,,,PL,2018-03-12,https://desk.vinted.net/agents/556,https://www.vinted.fr/member/7190346,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name18.surname18@vinted.com,566,6044704,SN00275,2923,Name18 Surname18,2020-02-05,2020-02-19,1.00,CSR,Name18,Surname18,name18.surname18@transcom.com,,FALSE,,,05.05.06.02,FALSE,name77.surname77@vinted.com,D_Specialisation,F_Specialisation,C_Specialisation,TRUE,TRUE,,PL,2020-04-15,https://desk.vinted.net/agents/566,https://www.vinted.fr/member/6044704,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name19.surname19@vinted.com,598,10238110,SN69830,4579,Name19 Surname19,2019-11-18,2019-12-02,1.00,CSR,Name19,Surname19,name19.surname19@transcom.com,Voluntery,TRUE,2025-06-19,,05.05.06.02,FALSE,name77.surname77@vinted.com,B_Specialisation,A_Specialisation,,TRUE,TRUE,B_Specialisation,PL,2020-01-27,https://desk.vinted.net/agents/598,https://www.vinted.fr/member/10238110,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name20.surname20@vinted.com,723,6790742,SN68912,8556,Name20 Surname20,2018-01-01,2018-01-15,1.00,CSR,Name20,Surname20,name20.surname20@transcom.com,,FALSE,,,05.05.06.02,FALSE,name73.surname73@vinted.com,C_Specialisation,B_Specialisation,,,,,PL,2018-03-12,https://desk.vinted.net/agents/723,https://www.vinted.fr/member/6790742,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name21.surname21@vinted.com,895,9746445,SN46230,3181,Name21 Surname21,2018-01-01,2018-01-15,MGMT,TR,Name21,Surname21,name21.surname21@transcom.com,,FALSE,,,05.05.06.02,TRUE,,,,,,,,,2018-03-12,https://desk.vinted.net/agents/895,https://www.vinted.fr/member/9746445,,,,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name22.surname22@vinted.com,415,10466101,SN49858,7181,Name22 Surname22,2018-01-01,2018-01-15,1.00,CSR,Name22,Surname22,name22.surname22@transcom.com,,FALSE,,,05.05.06.02,FALSE,name77.surname77@vinted.com,C_Specialisation,A_Specialisation,,TRUE,,,PL,2018-03-12,https://desk.vinted.net/agents/415,https://www.vinted.fr/member/10466101,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name23.surname23@vinted.com,113,10274750,SN55238,8758,Name23 Surname23,2020-01-15,2020-01-29,1.00,CSR,Name23,Surname23,name23.surname23@transcom.com,,FALSE,,,05.05.06.02,FALSE,name77.surname77@vinted.com,A_Specialisation,C_Specialisation,,TRUE,,,PL,2020-03-25,https://desk.vinted.net/agents/113,https://www.vinted.fr/member/10274750,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name24.surname24@vinted.com,622,3576022,SN56000,6342,Name24 Surname24,2020-02-05,2020-02-19,1.00,CSR,Name24,Surname24,name24.surname24@transcom.com,Involunery,TRUE,2025-07-04,,05.05.06.02,FALSE,name29.surname29@vinted.com,B_Specialisation,A_Specialisation,,TRUE,TRUE,B_Specialisation,PL,2020-04-15,https://desk.vinted.net/agents/622,https://www.vinted.fr/member/3576022,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name25.surname25@vinted.com,732,9833348,SN98106,346,Name25 Surname25,2020-02-05,2020-02-19,1.00,SCSR,Name25,Surname25,name25.surname25@transcom.com,,FALSE,,,05.05.06.02,FALSE,name29.surname29@vinted.com,B_Specialisation,A_Specialisation,,TRUE,TRUE,B_Specialisation,PL,2020-04-15,https://desk.vinted.net/agents/732,https://www.vinted.fr/member/9833348,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name26.surname26@vinted.com,955,189409,SN62212,7185,Name26 Surname26,2020-02-19,2020-03-04,1.00,CSR,Name26,Surname26,name26.surname26@transcom.com,,FALSE,,,05.05.06.02,TRUE,name29.surname29@vinted.com,B_Specialisation,A_Specialisation,,TRUE,TRUE,A_Specialisation,PL,2020-04-29,https://desk.vinted.net/agents/955,https://www.vinted.fr/member/189409,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name27.surname27@vinted.com,902,3807994,SN82053,8604,Name27 Surname27,2020-02-19,2020-03-04,MGMT,QL,Name27,Surname27,name27.surname27@transcom.com,,FALSE,,,05.05.06.02,TRUE,,,,,,,,,2020-04-29,https://desk.vinted.net/agents/902,https://www.vinted.fr/member/3807994,,,,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name28.surname28@vinted.com,65,9548628,SN63660,1501,Name28 Surname28,2020-02-19,2020-03-04,1.00,CSR,Name28,Surname28,name28.surname28@transcom.com,,FALSE,,,05.05.06.02,TRUE,name29.surname29@vinted.com,D_Specialisation,F_Specialisation,C_Specialisation,TRUE,TRUE,,PL,2020-04-29,https://desk.vinted.net/agents/65,https://www.vinted.fr/member/9548628,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name29.surname29@vinted.com,798,7220923,SN99470,7911,Name29 Surname29,2020-03-19,2020-04-02,MGMT,TL,Name29,Surname29,name29.surname29@transcom.com,,FALSE,,,05.05.06.02,TRUE,,,,,,,,,2020-05-28,https://desk.vinted.net/agents/798,https://www.vinted.fr/member/7220923,,,,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name30.surname30@vinted.com,129,4952084,SN39536,5841,Name30 Surname30,2020-03-19,2020-04-02,MGMT,BM,Name30,Surname30,name30.surname30@transcom.com,,FALSE,,,05.05.06.02,TRUE,,,,,,,,,2020-05-28,https://desk.vinted.net/agents/129,https://www.vinted.fr/member/4952084,,,,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name31.surname31@vinted.com,231,6673519,SN79772,6228,Name31 Surname31,2020-03-19,2020-04-02,MGMT,RA,Name31,Surname31,name31.surname31@transcom.com,,FALSE,,,05.05.06.02,TRUE,,,,,,,,,2020-05-28,https://desk.vinted.net/agents/231,https://www.vinted.fr/member/6673519,,,,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name32.surname32@vinted.com,194,3050021,SN22131,1532,Name32 Surname32,2020-03-20,2020-04-03,MGMT,TL,Name32,Surname32,name32.surname32@transcom.com,,FALSE,,,05.05.06.02,TRUE,,,,,,,,,2020-05-29,https://desk.vinted.net/agents/194,https://www.vinted.fr/member/3050021,,,,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name33.surname33@vinted.com,296,4548498,SN01998,830,Name33 Surname33,2020-03-20,2020-04-03,MGMT,TL,Name33,Surname33,name33.surname33@transcom.com,,FALSE,,,05.05.06.02,TRUE,,,,,,,,,2020-05-29,https://desk.vinted.net/agents/296,https://www.vinted.fr/member/4548498,,,,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name34.surname34@vinted.com,997,8527420,SN15730,9898,Name34 Surname34,2020-09-10,2020-09-24,1.00,CSR,Name34,Surname34,name34.surname34@transcom.com,,FALSE,,,05.05.06.02,FALSE,name29.surname29@vinted.com,D_Specialisation,F_Specialisation,C_Specialisation,TRUE,TRUE,,PL,2020-11-19,https://desk.vinted.net/agents/997,https://www.vinted.fr/member/8527420,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name35.surname35@vinted.com,988,6822380,SN17029,4819,Name35 Surname35,2020-09-26,2020-10-10,1.00,CSR,Name35,Surname35,name35.surname35@transcom.com,,FALSE,,,05.05.06.02,FALSE,name77.surname77@vinted.com,B_Specialisation,C_Specialisation,,,,,PL,2020-12-05,https://desk.vinted.net/agents/988,https://www.vinted.fr/member/6822380,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name36.surname36@vinted.com,687,6850005,SN22445,806,Name36 Surname36,2020-09-26,2020-10-10,1.00,CSR,Name36,Surname36,name36.surname36@transcom.com,,FALSE,,,05.05.06.02,TRUE,name29.surname29@vinted.com,A_Specialisation,C_Specialisation,,,TRUE,A_Specialisation,PL,2020-12-05,https://desk.vinted.net/agents/687,https://www.vinted.fr/member/6850005,,,EN_C1,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name37.surname37@vinted.com,443,6101548,SN23242,3292,Name37 Surname37,2020-11-09,2020-11-23,1.00,CSR,Name37,Surname37,name37.surname37@transcom.com,,FALSE,,,05.05.06.02,FALSE,name29.surname29@vinted.com,D_Specialisation,F_Specialisation,C_Specialisation,TRUE,TRUE,,PL,2021-01-18,https://desk.vinted.net/agents/443,https://www.vinted.fr/member/6101548,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name38.surname38@vinted.com,621,6193609,SN18544,2385,Name38 Surname38,2020-11-09,2020-11-23,1.00,CSR,Name38,Surname38,name38.surname38@transcom.com,,FALSE,,,05.05.06.02,FALSE,name29.surname29@vinted.com,D_Specialisation,F_Specialisation,C_Specialisation,TRUE,TRUE,,PL,2021-01-18,https://desk.vinted.net/agents/621,https://www.vinted.fr/member/6193609,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name39.surname39@vinted.com,285,7656799,SN31676,3906,Name39 Surname39,2020-11-09,2020-11-23,1.00,CSR,Name39,Surname39,name39.surname39@transcom.com,,FALSE,,,05.05.06.02,FALSE,name29.surname29@vinted.com,C_Specialisation,A_Specialisation,,TRUE,,,PL,2021-01-18,https://desk.vinted.net/agents/285,https://www.vinted.fr/member/7656799,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name40.surname40@vinted.com,425,160292,SN71741,7912,Name40 Surname40,2020-11-09,2020-11-23,0.50,CSR,Name40,Surname40,name40.surname40@transcom.com,,FALSE,,,05.05.06.02,FALSE,name32.surname32@vinted.com,B_Specialisation,A_Specialisation,,TRUE,TRUE,B_Specialisation,PL,2021-01-18,https://desk.vinted.net/agents/425,https://www.vinted.fr/member/160292,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name41.surname41@vinted.com,863,8657647,SN40076,3544,Name41 Surname41,2020-11-09,2020-11-23,0.75,CSR,Name41,Surname41,name41.surname41@transcom.com,,FALSE,,,05.05.06.02,FALSE,name32.surname32@vinted.com,D_Specialisation,F_Specialisation,C_Specialisation,TRUE,,,PL,2021-01-18,https://desk.vinted.net/agents/863,https://www.vinted.fr/member/8657647,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name42.surname42@vinted.com,618,9495621,SN66677,4886,Name42 Surname42,2020-01-27,2020-02-10,0.75,CSR,Name42,Surname42,name42.surname42@transcom.com,,FALSE,,,05.05.06.02,FALSE,name33.surname33@vinted.com,D_Specialisation,F_Specialisation,C_Specialisation,TRUE,,,PL,2020-04-06,https://desk.vinted.net/agents/618,https://www.vinted.fr/member/9495621,,,,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name43.surname43@vinted.com,927,9361764,SN62229,7885,Name43 Surname43,2021-03-16,2021-03-30,1.00,CSR,Name43,Surname43,name43.surname43@transcom.com,,FALSE,,,05.05.06.02,TRUE,name32.surname32@vinted.com,A_Specialisation,C_Specialisation,,,TRUE,C_Specialisation,PL,2021-05-25,https://desk.vinted.net/agents/927,https://www.vinted.fr/member/9361764,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name44.surname44@vinted.com,562,3025817,SN49272,3870,Name44 Surname44,2021-03-16,2021-03-30,1.00,CSR,Name44,Surname44,name44.surname44@transcom.com,,FALSE,,,05.05.06.02,FALSE,name32.surname32@vinted.com,D_Specialisation,F_Specialisation,C_Specialisation,TRUE,TRUE,,PL,2021-05-25,https://desk.vinted.net/agents/562,https://www.vinted.fr/member/3025817,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name45.surname45@vinted.com,992,425536,SN89372,9514,Name45 Surname45,2021-11-29,2021-12-13,1.00,CSR,Name45,Surname45,name45.surname45@transcom.com,,FALSE,,,05.05.06.02,FALSE,name32.surname32@vinted.com,B_Specialisation,A_Specialisation,,TRUE,,,PL,2022-02-07,https://desk.vinted.net/agents/992,https://www.vinted.fr/member/425536,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name46.surname46@vinted.com,117,1163568,SN69204,6056,Name46 Surname46,2021-11-29,2021-12-13,1.00,CSR,Name46,Surname46,name46.surname46@transcom.com,,FALSE,,,05.05.06.02,FALSE,name77.surname77@vinted.com,A_Specialisation,C_Specialisation,,,,,PL,2022-02-07,https://desk.vinted.net/agents/117,https://www.vinted.fr/member/1163568,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name47.surname47@vinted.com,77,10798136,SN95800,8109,Name47 Surname47,2021-11-29,2021-12-13,1.00,CSR,Name47,Surname47,name47.surname47@transcom.com,,FALSE,,,05.05.06.02,FALSE,name77.surname77@vinted.com,B_Specialisation,A_Specialisation,,TRUE,,,PL,2022-02-07,https://desk.vinted.net/agents/77,https://www.vinted.fr/member/10798136,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name48.surname48@vinted.com,786,4576154,SN52372,8127,Name48 Surname48,2022-02-14,2022-02-28,MGMT,QL,Name48,Surname48,name48.surname48@transcom.com,,FALSE,,,05.05.06.02,TRUE,,,,,,,,,2022-04-25,https://desk.vinted.net/agents/786,https://www.vinted.fr/member/4576154,,,,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name49.surname49@vinted.com,109,4607762,SN02300,8788,Name49 Surname49,2022-07-11,2022-07-22,1.00,CSR,Name49,Surname49,name49.surname49@transcom.com,,FALSE,,,05.05.06.02,TRUE,name32.surname32@vinted.com,A_Specialisation,B_Specialisation,,TRUE,TRUE,B_Specialisation,PL,2022-09-16,https://desk.vinted.net/agents/109,https://www.vinted.fr/member/4607762,,,EN_C1,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name50.surname50@vinted.com,243,3863285,SN01382,3854,Name50 Surname50,2022-07-11,2022-07-22,0.75,SCSR,Name50,Surname50,name50.surname50@transcom.com,,FALSE,,,05.05.06.02,TRUE,name77.surname77@vinted.com,A_Specialisation,C_Specialisation,,TRUE,,,PL,2022-09-16,https://desk.vinted.net/agents/243,https://www.vinted.fr/member/3863285,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name51.surname51@vinted.com,442,7077234,SN98327,597,Name51 Surname51,2022-09-06,2022-09-19,1.00,CSR,Name51,Surname51,name51.surname51@transcom.com,,FALSE,,,05.05.06.02,FALSE,name33.surname33@vinted.com,B_Specialisation,C_Specialisation,,TRUE,,,PL,2022-11-14,https://desk.vinted.net/agents/442,https://www.vinted.fr/member/7077234,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name52.surname52@vinted.com,84,1264988,SN20669,2121,Name52 Surname52,2022-09-06,2022-09-19,1.00,CSR,Name52,Surname52,name52.surname52@transcom.com,Voluntery,TRUE,2025-07-09,,05.05.06.02,TRUE,name33.surname33@vinted.com,B_Specialisation,A_Specialisation,,TRUE,TRUE,B_Specialisation,PL,2022-11-14,https://desk.vinted.net/agents/84,https://www.vinted.fr/member/1264988,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name53.surname53@vinted.com,224,9029159,SN07120,2135,Name53 Surname53,2022-09-06,2022-09-19,1.00,CSR,Name53,Surname53,name53.surname53@transcom.com,,FALSE,,,05.05.06.02,FALSE,name33.surname33@vinted.com,D_Specialisation,F_Specialisation,C_Specialisation,TRUE,TRUE,,PL,2022-11-14,https://desk.vinted.net/agents/224,https://www.vinted.fr/member/9029159,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name54.surname54@vinted.com,193,7438621,SN19896,1523,Name54 Surname54,2022-09-06,2022-09-19,1.00,CSR,Name54,Surname54,name54.surname54@transcom.com,,FALSE,,,05.05.06.02,FALSE,name33.surname33@vinted.com,C_Specialisation,A_Specialisation,,,,,PL,2022-11-14,https://desk.vinted.net/agents/193,https://www.vinted.fr/member/7438621,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name55.surname55@vinted.com,417,7508187,SN99691,3786,Name55 Surname55,2022-09-06,2022-09-19,1.00,SCSR,Name55,Surname55,name55.surname55@transcom.com,,FALSE,,,05.05.06.02,TRUE,name33.surname33@vinted.com,D_Specialisation,F_Specialisation,C_Specialisation,TRUE,,,PL,2022-11-14,https://desk.vinted.net/agents/417,https://www.vinted.fr/member/7508187,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name56.surname56@vinted.com,749,7370348,SN42049,6100,Name56 Surname56,2022-09-06,2022-09-19,0.88,CSR,Name56,Surname56,name56.surname56@transcom.com,,FALSE,,,05.05.06.02,TRUE,name29.surname29@vinted.com,B_Specialisation,A_Specialisation,,TRUE,TRUE,A_Specialisation,PL,2022-11-14,https://desk.vinted.net/agents/749,https://www.vinted.fr/member/7370348,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name57.surname57@vinted.com,619,6698011,SN29128,1852,Name57 Surname57,2022-09-06,2022-09-19,1.00,CSR,Name57,Surname57,name57.surname57@transcom.com,,FALSE,,,05.05.06.02,FALSE,name29.surname29@vinted.com,C_Specialisation,A_Specialisation,,TRUE,,,PL,2022-11-14,https://desk.vinted.net/agents/619,https://www.vinted.fr/member/6698011,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
PL PL TWW,name58.surname58@vinted.com,515,9298384,SN24716,2787,Name58 Surname58,2022-09-06,2022-09-19,1.00,CSR,Name58,Surname58,name58.surname58@transcom.com,,FALSE,,,05.05.06.02,FALSE,name29.surname29@vinted.com,A_Specialisation,B_Specialisation,,TRUE,TRUE,,PL,2022-11-14,https://desk.vinted.net/agents/515,https://www.vinted.fr/member/9298384,,,EN_B2,FALSE,FALSE,,PL,PL,TWW,TRUE,FALSE
